nom,adresse_complete,type,prix,prix_min_eur,prix_max_eur,prix_moyen_eur,budget_meteo,note_google,avis_google,description_courte,statut,saisonnier,acces,lat,lng,inclure_app,niveau_fiabilite,doublon_nom_potentiel,doublon_rang,avec_solo,avec_duo,avec_potos,avec_pro,pour_tranquillo,pour_allocco,pour_resto,pour_gastro,pour_incognito,pour_apero,pour_eau,pour_nocturne,pour_disco,pour_guinguette,pour_terrasse_hiver,pour_street_food,meteo_pluie,meteo_nuageux,meteo_grand_soleil,source_base,date_traitement_gpt,verification_gpt,notes_gpt,image_url_originale,nom_original,rating_original,reviews_original,prix_original,type_original,raw_WkIe8 src,raw_fontHeadlineSmall,raw_MW4etd,raw_UY7F9,raw_IIrLbb,raw_IIrLbb 2,raw_ZiUbcb
L'As du Fallafel,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,L'As du Fallafel,,,,,,L'As du Fallafel,,,,,
Brasserie Dubillot,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Brasserie Dubillot,,,,,,Brasserie Dubillot,,,,,
Le Gaston,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Le Gaston,,,,,,Le Gaston,,,,,
Han Lim,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Han Lim,,,,,,Han Lim,,,,,
Restaurant coréen Hangari 항아리 식당,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Restaurant coréen Hangari 항아리 식당,,,,,,Restaurant coréen Hangari 항아리 식당,,,,,
Au doux raisin,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Au doux raisin,,,,,,Au doux raisin,,,,,
Pink Mamma,,,,,,,inconnu,,,,a_verifier,non renseigne,public,,,0,exclu_qualite_ou_donnees_insuffisantes,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; verification_live_recommandee ; pas de note Google exploitable dans le fichier,,Pink Mamma,,,,,,Pink Mamma,,,,,
Musée Carnavalet - Histoire de Paris,,Musée d'histoire,,,,,inconnu,4.7,12117,"Musée d'histoire, note 4.7/5, 12117 avis",ouvert_probable,non renseigne,public,,,1,moyenne,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,prix_moyen_absent_dans_export ; adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6YT1J-TpumkwFgymXbGzpI-nMXv5-QmxCb5NiVXnk3ihoWhoeqdzH71b77CzqPpuf0KA_2j4Zl5CO2A0ZJnY0loJzDqpmrk02BscJY_Ih1R6xQjVWhj8K5_sQOGyCiKICEcJELQ=w122-h92-k-no,Musée Carnavalet - Histoire de Paris,"4,7",(12 117),Musée d'histoire,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6YT1J-TpumkwFgymXbGzpI-nMXv5-QmxCb5NiVXnk3ihoWhoeqdzH71b77CzqPpuf0KA_2j4Zl5CO2A0ZJnY0loJzDqpmrk02BscJY_Ih1R6xQjVWhj8K5_sQOGyCiKICEcJELQ=w122-h92-k-no,Musée Carnavalet - Histoire de Paris,"4,7",(12 117),Musée d'histoire,,
TOO Restaurant,,Restaurant,+ de 100 €,100,,100,grand soleil,4.4,5917,"Restaurant, note 4.4/5, 5917 avis, prix + de 100 €",ouvert_probable,non renseigne,sur reservation conseillee,,,1,haute,0,,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxuRuVnQLM1KBBhx29p7EIFmajyENjSA5iVIYLDX0T2_SVUKyFtxgKJgA3ACEzLmxm1TlUZYDq94De0IV4ibItQiBy_IIdkB0q8AuaL07rAUHjtD-Ig3TvAlHqlWTQ-K_rKhWLa7Y3LgVV=w137-h92-k-no,TOO Restaurant,"4,4",(5 917),+ de 100 €,Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxuRuVnQLM1KBBhx29p7EIFmajyENjSA5iVIYLDX0T2_SVUKyFtxgKJgA3ACEzLmxm1TlUZYDq94De0IV4ibItQiBy_IIdkB0q8AuaL07rAUHjtD-Ig3TvAlHqlWTQ-K_rKhWLa7Y3LgVV=w137-h92-k-no,TOO Restaurant,"4,4",(5 917),+ de 100 €,Restaurant,·
ROOF Paris,,Restaurant,,,,,inconnu,4.1,2297,"Restaurant, note 4.1/5, 2297 avis",ouvert_probable,non renseigne,public,,,1,moyenne,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,prix_moyen_absent_dans_export ; adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHOEfJ3FGrcZm13ic43Ii2_B1z9h_BzfG5PeaR-gidSShS8ZCSytYJz_DOfmfOKssMlHuJAZG-qWigewjPOZ5OnpfTGhm0EvgRInIOYa099AWjHN61qaY1PkhtFJ2Q-U__dWCuc=w163-h92-k-no,ROOF Paris,"4,1",(2 297),Restaurant,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHOEfJ3FGrcZm13ic43Ii2_B1z9h_BzfG5PeaR-gidSShS8ZCSytYJz_DOfmfOKssMlHuJAZG-qWigewjPOZ5OnpfTGhm0EvgRInIOYa099AWjHN61qaY1PkhtFJ2Q-U__dWCuc=w163-h92-k-no,ROOF Paris,"4,1",(2 297),Restaurant,,
Les Marmottes,,Restaurant servant de la raclette,30–40 €,30,40,35.0,nuageux,4.3,3854,"Restaurant servant de la raclette, note 4.3/5, 3854 avis, prix 30–40 €",ouvert_probable,non renseigne,public,,,1,haute,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdRmRuzv-AW7JAbdORc4vBHtxUL8QXv3X-VP0LfedWEvAT3QMGFxA8vpI2dWuC7ehMNtd6QukgJRMP_4k1j4lnbymj8gIUR-Rqznk_0cSmhdcyCEu9Jba05WRCEhhdQHt0SRQ=w163-h92-k-no,Les Marmottes,"4,3",(3 854),30–40 €,Restaurant servant de la raclette,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEdRmRuzv-AW7JAbdORc4vBHtxUL8QXv3X-VP0LfedWEvAT3QMGFxA8vpI2dWuC7ehMNtd6QukgJRMP_4k1j4lnbymj8gIUR-Rqznk_0cSmhdcyCEu9Jba05WRCEhhdQHt0SRQ=w163-h92-k-no,Les Marmottes,"4,3",(3 854),30–40 €,Restaurant servant de la raclette,·
Le Chalet Savoyard,,Française,30–40 €,30,40,35.0,nuageux,4.3,5015,"Française, note 4.3/5, 5015 avis, prix 30–40 €",ouvert_probable,non renseigne,public,,,1,haute,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxbEy6GyL_e61cM6cVyfNRWjyqRi7sEMAEXagxtXIT1TprYR2lSd-jkQcMPRg4m2PBNoVQPyo0S1ZEfug2G5HiMVgMEnnDzw18QF5MWhSHuL_hgQJlTYpAXLrp_wZu0XeLd8hDe0yF-0g=w120-h92-k-no,Le Chalet Savoyard,"4,3",(5 015),30–40 €,Française,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxbEy6GyL_e61cM6cVyfNRWjyqRi7sEMAEXagxtXIT1TprYR2lSd-jkQcMPRg4m2PBNoVQPyo0S1ZEfug2G5HiMVgMEnnDzw18QF5MWhSHuL_hgQJlTYpAXLrp_wZu0XeLd8hDe0yF-0g=w120-h92-k-no,Le Chalet Savoyard,"4,3",(5 015),30–40 €,Française,·
Parenthèse Eat & Drink,,Brunch,20–30 €,20,30,25.0,nuageux,4.8,880,"Brunch, note 4.8/5, 880 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxePHpnObwj3Q442THnMilkVpb9BynUQHfabwkwm0t6EUnxkzypFtD-8oyzGysXDwhnJl0yW6AoYkIJkB3KoK2VLERDnSSUI4ZYiur95-ihzGipuQvBGLedV9vL7-F3pZPkdDK60V3lTFl=w122-h92-k-no,Parenthèse Eat & Drink,"4,8",(880),20–30 €,Brunch,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxePHpnObwj3Q442THnMilkVpb9BynUQHfabwkwm0t6EUnxkzypFtD-8oyzGysXDwhnJl0yW6AoYkIJkB3KoK2VLERDnSSUI4ZYiur95-ihzGipuQvBGLedV9vL7-F3pZPkdDK60V3lTFl=w122-h92-k-no,Parenthèse Eat & Drink,"4,8",(880),20–30 €,Brunch,·
Thoumieux,,Restaurant,,,,,inconnu,4.1,797,"Restaurant, note 4.1/5, 797 avis",ouvert_probable,non renseigne,public,,,1,moyenne,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,prix_moyen_absent_dans_export ; adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZ0RA7yoadSVzUqwIwhgfC7oLa_cxp7RQ9e_EOA0emi9Y0gf9iA85atxdFzFoj7TMU9QgkB7xGbKk2l3oPJruN0JwFnoRB3arUIiwF3_mG0rsMVM6iMGrcMMpM13hzwOYUKS2UPvFik98=w80-h120-k-no,Thoumieux,"4,1",(797),Restaurant,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFZ0RA7yoadSVzUqwIwhgfC7oLa_cxp7RQ9e_EOA0emi9Y0gf9iA85atxdFzFoj7TMU9QgkB7xGbKk2l3oPJruN0JwFnoRB3arUIiwF3_mG0rsMVM6iMGrcMMpM13hzwOYUKS2UPvFik98=w80-h120-k-no,Thoumieux,"4,1",(797),Restaurant,,
Dar Mima,,Moyenne-orientale,40–100 €,40,100,70.0,grand soleil,3.4,3735,"Moyenne-orientale, note 3.4/5, 3735 avis, prix 40–100 €",ouvert_probable,non renseigne,sur reservation conseillee,,,0,exclu_qualite_ou_donnees_insuffisantes,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAStCYXLBB-5Y7BZSO_tXZKPW3KxFG6umTE72jNiA9-w00oEiML_2o4w6gl_C5-Qx_g28e1IZ7HPxBisCk5MIRYwXyizgJw_1ge_EZkU0hsbXBWzRl4MwEVcFTqnve2oVW3uxB=w138-h92-k-no,Dar Mima,"3,4",(3 735),40–100 €,Moyenne-orientale,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAStCYXLBB-5Y7BZSO_tXZKPW3KxFG6umTE72jNiA9-w00oEiML_2o4w6gl_C5-Qx_g28e1IZ7HPxBisCk5MIRYwXyizgJw_1ge_EZkU0hsbXBWzRl4MwEVcFTqnve2oVW3uxB=w138-h92-k-no,Dar Mima,"3,4",(3 735),40–100 €,Moyenne-orientale,·
Emma Duvéré - Pâtisserie & Salon de thé,,Pâtisserie,€€,20,40,30.0,nuageux,4.8,501,"Pâtisserie, note 4.8/5, 501 avis, prix €€",ouvert_probable,non renseigne,public,,,1,haute,0,,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUQHEku51VmUf4n_XPpOsD4nO3_wVyIhHVxMALDNIEHxK_YUH_jJRjlOsyLmA3G7LI6rWbFEAXKhiY01liIBqTaxwGAPzs5Oop1BQemCY2nF0c3pbilOxs2WmuXDXcFMXv53SZj5erqKjF=w163-h92-k-no,Emma Duvéré - Pâtisserie & Salon de thé,"4,8",(501),€€,Pâtisserie,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHUQHEku51VmUf4n_XPpOsD4nO3_wVyIhHVxMALDNIEHxK_YUH_jJRjlOsyLmA3G7LI6rWbFEAXKhiY01liIBqTaxwGAPzs5Oop1BQemCY2nF0c3pbilOxs2WmuXDXcFMXv53SZj5erqKjF=w163-h92-k-no,Emma Duvéré - Pâtisserie & Salon de thé,"4,8",(501),€€,Pâtisserie,·
"Épicerie suédoise ""Affären""",,Épicerie fine,10–20 €,10,20,15.0,pluie,4.6,328,"Épicerie fine, note 4.6/5, 328 avis, prix 10–20 €",ouvert_probable,non renseigne,public,,,1,moyenne,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGa83SC28vIk7H6hfAn8OHhY6uAJve4bvPCI0hueRhAL3O6KygyZYNDuAKFDIp_O4DX6qjMha0ZF9TdKmnPiRfXemICXhOfFTqeaYNc67rOBhtJYmNgT5iL0e5Xe-RO__zRgWQp=w122-h92-k-no,"Épicerie suédoise ""Affären""","4,6",(328),10–20 €,Épicerie fine,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGa83SC28vIk7H6hfAn8OHhY6uAJve4bvPCI0hueRhAL3O6KygyZYNDuAKFDIp_O4DX6qjMha0ZF9TdKmnPiRfXemICXhOfFTqeaYNc67rOBhtJYmNgT5iL0e5Xe-RO__zRgWQp=w122-h92-k-no,"Épicerie suédoise ""Affären""","4,6",(328),10–20 €,Épicerie fine,·
MELT Batignolles,,Viande,20–30 €,20,30,25.0,nuageux,4.7,4569,"Viande, note 4.7/5, 4569 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWjrjvmjbfuZIB5HVkkek56yUy17QzbOHPmFu-14cEycWcL5yYHgLTHyEoi2_8XkTK7vEpTlbqlflvHAP39bcZqnA3QV-pVHdUcNBPTN4qkDsspDYmAZJzC4GTdCGgxNsC5T12Zw=w138-h92-k-no,MELT Batignolles,"4,7",(4 569),20–30 €,Viande,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWjrjvmjbfuZIB5HVkkek56yUy17QzbOHPmFu-14cEycWcL5yYHgLTHyEoi2_8XkTK7vEpTlbqlflvHAP39bcZqnA3QV-pVHdUcNBPTN4qkDsspDYmAZJzC4GTdCGgxNsC5T12Zw=w138-h92-k-no,MELT Batignolles,"4,7",(4 569),20–30 €,Viande,·
Melt Oberkampf,,Viande,20–30 €,20,30,25.0,nuageux,4.7,8134,"Viande, note 4.7/5, 8134 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHPzY-cvBY5PQQEA7YxFs0Capcn8UcuH185FS0C5PLat_YVqPOOa2kD0zXGZkeu39uh2n2XLsmRwFQbPtBplcrS_gDNmD6Fn5SrthZywMmY8uVsMszo5H-OkFrlm-rUGmKFwrAlXimYuES=w163-h92-k-no,Melt Oberkampf,"4,7",(8 134),20–30 €,Viande,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHPzY-cvBY5PQQEA7YxFs0Capcn8UcuH185FS0C5PLat_YVqPOOa2kD0zXGZkeu39uh2n2XLsmRwFQbPtBplcrS_gDNmD6Fn5SrthZywMmY8uVsMszo5H-OkFrlm-rUGmKFwrAlXimYuES=w163-h92-k-no,Melt Oberkampf,"4,7",(8 134),20–30 €,Viande,·
Cavale,,Restaurant,20–30 €,20,30,25.0,nuageux,4.7,920,"Restaurant, note 4.7/5, 920 avis, prix 20–30 €",ouvert_probable,non renseigne,public,,,1,haute,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqhcNnTeiUhe_zS8eQWqAGTWqsxu2Rt4QeJUQuSQX3_nSVY7tj2QFk5hg6rWZBSi4UlHOb_QRlXhgfwVexFKgGYclO32WZCDUlI-4jqTviDn1-uit1DjPPCxOX2Qm8INKwryiD=w80-h106-k-no,Cavale,"4,7",(920),20–30 €,Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqhcNnTeiUhe_zS8eQWqAGTWqsxu2Rt4QeJUQuSQX3_nSVY7tj2QFk5hg6rWZBSi4UlHOb_QRlXhgfwVexFKgGYclO32WZCDUlI-4jqTviDn1-uit1DjPPCxOX2Qm8INKwryiD=w80-h106-k-no,Cavale,"4,7",(920),20–30 €,Restaurant,·
Le Shack,,Restaurant,20–40 €,20,40,30.0,nuageux,4.4,1443,"Restaurant, note 4.4/5, 1443 avis, prix 20–40 €",ouvert_probable,non renseigne,public,,,1,haute,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFP2-G-EtKotgciwPi1uSX1PddIyIFUO3N6VAIuJ8Bg8ubtqvkSY-qvzmZEcKp-wyOohKDUzlcToSyYCmmRTytZ_Tx5sZ5BCL4tuXzsAi6NtvEB4HL1ofXNV_uuzXGiD_dW28=w138-h92-k-no,Le Shack,"4,4",(1 443),20–40 €,Restaurant,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEFP2-G-EtKotgciwPi1uSX1PddIyIFUO3N6VAIuJ8Bg8ubtqvkSY-qvzmZEcKp-wyOohKDUzlcToSyYCmmRTytZ_Tx5sZ5BCL4tuXzsAi6NtvEB4HL1ofXNV_uuzXGiD_dW28=w138-h92-k-no,Le Shack,"4,4",(1 443),20–40 €,Restaurant,·
La Noceria,,Tapas,20–40 €,20,40,30.0,nuageux,4.5,561,"Tapas, note 4.5/5, 561 avis, prix 20–40 €",ouvert_probable,non renseigne,public,,,1,haute,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,export Google Maps fourni par utilisateur,2026-06-14,semi-auto: prix/note/statut depuis export Google; verification web live conseillee avant publication prod,adresse_absente_a_geocoder ; doublon_nom_potentiel ; presence note/prix/type dans export Google; verifier live avant publication,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCBGkZuozyrpdCUUH_aeweSFt33pWR6js6bx6z2Suulnd0ifxjO1EMmkCvwKP72Z1f0aeZep8Ekp8C2sjARO5qEVpH6pPH9SG9NBex0cmITU8objyjbxYBvH5rRHcCCT32p_Ir=w113-h92-k-no,La Noceria,"4,5",(561),20–40 €,Tapas,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFCBGkZuozyrpdCUUH_aeweSFt33pWR6js6bx6z2Suulnd0ifxjO1EMmkCvwKP72Z1f0aeZep8Ekp8C2sjARO5qEVpH6pPH9SG9NBex0cmITU8objyjbxYBvH5rRHcCCT32p_Ir=w113-h92-k-no,La Noceria,"4,5",(561),20–40 €,Tapas,·
